ANO;RA;NOME;FASE;TURMA;GENERO;IDA;IEG;IPS;IPP;IAA;IPV;PROB_RISCO_DEFASAGEM;CLASSIFICACAO_RISCO_MODELO;RISCO_DEFASAGEM;IAN;DEFASAGEM
2023;RA-472;;FASE 2;2L;Feminino;5,5;7,1;7,52;7,708333333;5,1;8,223333333;0,7374075407942056;Alto;1;5,0;-1,0
2023;RA-912;;ALFA;ALFA G - G2/G3;Feminino;6,3;9,4;7,52;5,625;7,0;7,175;0,7373332105351548;Alto;1;5,0;-1,0
2023;RA-787;;ALFA;ALFA O - G2/G3;Masculino;5,9;9,8;7,52;5,625;9,0;8,34;0,7373332105351548;Alto;1;5,0;-1,0
2022;RA-582;Aluno-582;1;J;Feminino;4,9;9,0;7,5;;10,0;7,222;0,7371298835519551;Alto;1;5,0;
2022;RA-2;Aluno-2;7;A;Feminino;6,8;5,2;6,3;;8,8;6,778;0,7370691162395709;Alto;0;10,0;
2022;RA-39;Aluno-39;6;A;Feminino;6,9;4,8;6,9;;0,0;6,111;0,7370691162395709;Alto;0;10,0;
2022;RA-801;Aluno-801;0;Q;Masculino;6,8;6,6;7,5;;7,0;7,5;0,7370691162395709;Alto;1;5,0;
2022;RA-83;Aluno-83;5;K;Feminino;6,8;6,8;7,5;;7,9;5,958;0,7370691162395709;Alto;1;5,0;
2022;RA-150;Aluno-150;4;H;Feminino;6,9;6,3;6,9;;9,6;7,333;0,7370691162395709;Alto;1;5,0;
2024;RA-1616;;5M;5M;Feminino;6,166666666666667;8,436274509666667;7,51;7,1875;8,334;7,12;0,7366660497121887;Alto;1;5,0;-1,0
2024;RA-1629;;6A;6A;Feminino;7,25;8,645502645666667;7,51;7,1875;9,585;7,266;0,7366660497121887;Alto;1;5,0;-1,0
2024;RA-464;;3L;3L;Feminino;4,333333333333333;7,851461988333334;8,76;7,1875;9,168;7,1175;0,7366660497121887;Alto;1;5,0;-1,0
2024;RA-628;;2U;2U;Masculino;9,0;10,0;7,51;7,1875;9,002;7,833333333;0,7366660497121887;Alto;1;5,0;-1,0
2022;RA-168;Aluno-168;4;P;Feminino;5,9;8,3;6,3;;7,9;7,083;0,7363935182459818;Alto;1;5,0;
2022;RA-153;Aluno-153;4;L;Feminino;6,6;8,2;5,0;;7,9;7,708;0,7363935182459818;Alto;0;10,0;
2022;RA-467;Aluno-467;2;U;Feminino;5,5;8,4;5,0;;5,8;7,111;0,7363935182459818;Alto;1;5,0;
2022;RA-155;Aluno-155;4;L;Masculino;5,2;8,3;7,5;;10,0;6,833;0,7363935182459818;Alto;1;5,0;
2022;RA-141;Aluno-141;4;F;Masculino;5,7;8,2;5,6;;9,2;5,917;0,7363935182459818;Alto;0;10,0;
2022;RA-716;Aluno-716;0;G;Masculino;6,7;8,1;7,5;;8,9;5,417;0,7363935182459818;Alto;1;5,0;
2022;RA-105;Aluno-105;4;A;Masculino;6,7;8,2;5,6;;7,9;7,417;0,7363935182459818;Alto;1;2,5;
2022;RA-738;Aluno-738;0;J;Feminino;5,7;8,1;5,6;;8,5;7,5;0,7363935182459818;Alto;0;10,0;
2022;RA-379;Aluno-379;2;I;Feminino;5,0;8,1;7,5;;8,5;6,778;0,7363935182459818;Alto;1;5,0;
2022;RA-437;Aluno-437;2;M;Masculino;5,8;8,3;7,5;;8,5;6,611;0,7363935182459818;Alto;1;5,0;
2022;RA-434;Aluno-434;2;M;Masculino;5,7;8,1;7,5;;9,0;6,778;0,7363935182459818;Alto;0;10,0;
2022;RA-119;Aluno-119;4;B;Feminino;5,4;8,2;5,6;;8,3;7,875;0,7363935182459818;Alto;0;10,0;
2022;RA-116;Aluno-116;4;B;Feminino;5,9;8,1;6,3;;5,8;7,792;0,7363935182459818;Alto;1;5,0;
2022;RA-741;Aluno-741;0;J;Feminino;6,3;8,4;5,6;;9,5;7,417;0,7363935182459818;Alto;1;5,0;
2024;RA-1347;;ALFA;ALFA N - G2/G3;Masculino;5,0;8,7857142855;2,51;5,625;8,502;6,165;0,7363265246207883;Alto;1;5,0;-1,0
2023;RA-960;;ALFA;ALFA O - G2/G3;Masculino;6,3;10,0;7,52;5,625;8,5;5,85;0,7363265246207883;Alto;1;5,0;-2,0
2024;RA-771;;ALFA;ALFA N - G2/G3;Feminino;6,5;6,619047619;3,135;5,625;8,502;6,08;0,7363265246207883;Alto;1;5,0;-1,0
2023;RA-672;;ALFA;ALFA J - G2/G3;Feminino;6,4;9,5;2,52;5,625;7,9;6,43;0,7363265246207883;Alto;1;5,0;-2,0
2023;RA-715;;ALFA;ALFA I - G2/G3;Feminino;5,4;9,5;3,14;5,625;0,0;7,675;0,7363265246207883;Alto;1;5,0;-2,0
2023;RA-704;;ALFA;ALFA J - G2/G3;Masculino;6,1;9,9;3,14;5,625;10,0;6,265;0,7363265246207883;Alto;1;5,0;-2,0
2023;RA-756;;ALFA;ALFA K - G0/G1;Masculino;6,1;8,7;7,52;5,625;10,0;6,59;0,7363265246207883;Alto;1;5,0;-2,0
2024;RA-497;;2B;2B;Feminino;1,0;6,095238095;5,63;5,625;7,502;3,506666667;0,7357744659168305;Alto;1;5,0;-1,0
2024;RA-705;;1H;1H;Masculino;3,5;6,4285714285;5,005;5,625;9,002;4,226666667;0,7357744659168305;Alto;1;5,0;-1,0
2024;RA-681;;1C;1C;Masculino;2,5;7,840909091;6,26;5,625;9,502;6,665;0,7357744659168305;Alto;1;5,0;-1,0
2023;RA-1078;;FASE 2;2B;Masculino;6,4;6,8;2,52;8,958333333;5,3;8,2975;0,7357560707659007;Alto;1;5,0;-2,0
2023;RA-1175;;FASE 4;4B;Feminino;6,3;5,3;2,52;7,65625;8,3;7,6275;0,7357162906387977;Alto;1;2,5;-3,0
2023;RA-218;;FASE 4;4C;Feminino;6,7;6,7;2,52;7,96875;0,0;7,88;0,7356864136266352;Alto;1;5,0;-1,0
2023;RA-202;;FASE 4;4C;Feminino;5,9;7,9;2,52;7,96875;8,8;8,005;0,7356864136266352;Alto;1;5,0;-1,0
2023;RA-1038;;FASE 1;1F;Feminino;6,5;9,3;7,52;8,90625;8,0;8,17;0,7354953555505077;Alto;1;5,0;-1,0
2023;RA-336;;FASE 3;3B;Masculino;5,1;7,5;6,89;7,34375;0,0;7,255;0,7354863551211077;Alto;1;5,0;-1,0
2023;RA-251;;FASE 4;4N;Masculino;5,3;8,0;2,52;7,34375;9,6;7,835;0,7354863551211077;Alto;1;5,0;-1,0
2023;RA-662;;FASE 2;2U;Feminino;6,7;7,6;6,27;7,291666667;6,8;6,72;0,7352007629780934;Alto;1;5,0;-1,0
2023;RA-989;;ALFA;ALFA S - G2/G3;Masculino;8,3;8,1;2,52;7,5;9,5;10,01;0,7348975754113722;Alto;1;5,0;-1,0
2023;RA-1063;;FASE 1;1N;Masculino;5,9;9,5;7,52;6,40625;9,5;7,89;0,7347725988238688;Alto;1;5,0;-1,0
2023;RA-796;;FASE 1;1P;Feminino;5,5;9,8;6,27;7,083333333;9,0;8,336666667;0,7347725988238688;Alto;1;5,0;-1,0
2023;RA-630;;FASE 1;1M;Masculino;5,7;8,6;3,77;8,28125;9,0;8,673333333;0,7347725988238688;Alto;1;5,0;-1,0
2023;RA-710;;FASE 1;1J;Masculino;6,5;9,0;3,77;7,083333333;9,5;7,113333333;0,7347725988238688;Alto;1;5,0;-1,0
2023;RA-1031;;FASE 1;1D;Masculino;5,9;8,8;7,52;6,666666667;8,0;7,006666667;0,7347725988238688;Alto;1;5,0;-1,0
2023;RA-1163;;FASE 3;3L;Masculino;7,2;9,3;7,52;7,65625;8,8;7,75;0,734724341676997;Alto;1;5,0;-1,0
2024;RA-735;;2H;2H;Feminino;8,0;9,782608695499999;6,255;7,65625;8,002;7,705;0,734724341676997;Alto;1;5,0;-1,0
2023;RA-1153;;FASE 3;3D;Feminino;7,2;10,0;7,52;7,65625;7,9;8,63;0,734724341676997;Alto;1;5,0;-1,0
2024;RA-1572;;4C;4C;Feminino;7,5;9,841269841333334;7,51;7,65625;9,168;8,393333333;0,734724341676997;Alto;1;5,0;-1,0
2024;RA-1520;;3B;3B;Feminino;3,75;9,060606060666666;8,75;7,65625;8,334;7,3325;0,734724341676997;Alto;1;5,0;-1,0
2024;RA-202;;5C;5C;Feminino;7,5;7,880952381;6,26;7,65625;8,334;7,75;0,734724341676997;Alto;1;5,0;-1,0
2024;RA-1471;;2G;2G;Masculino;7,5;7,195652174;7,51;7,65625;10,002;7,2425;0,734724341676997;Alto;1;5,0;-1,0
2022;RA-605;Aluno-605;1;L;Feminino;7,1;9,3;6,9;;6,9;7,556;0,7343443602036572;Alto;1;5,0;
2022;RA-524;Aluno-524;1;D;Masculino;9,1;9,4;5,0;;0,0;8,056;0,7343443602036572;Alto;1;5,0;
2024;RA-1613;;5G;5G;Feminino;3,0;7,1428571430000005;7,51;7,291666667;8,334;6,216666667;0,733612787667661;Alto;1;5,0;-2,0
2024;RA-1554;;3R;3R;Masculino;4,0;9,629629629666667;8,76;7,291666667;6,666;7,22;0,733612787667661;Alto;1;5,0;-2,0
2023;RA-897;;ALFA;ALFA D - G2/G3;Masculino;6,5;8,1;7,52;6,5625;0,0;3,32;0,7332788931722622;Alto;1;5,0;-1,0
2023;RA-141;;FASE 4;4F;Masculino;4,5;8,4;5,63;7,03125;9,6;7,0425;0,7327227697607366;Alto;1;5,0;-1,0
2023;RA-560;;FASE 2;2H;Masculino;4,0;8,4;2,52;5,0;0,0;6,0;0,7327227697607366;Alto;1;5,0;-1,0
2023;RA-870;;ALFA;ALFA A - G0/G1;Feminino;1,5;8,5;8,76;5,0;0,0;5,165;0,7308160933246423;Alto;1;5,0;-1,0
2023;RA-1073;;FASE 2;2A;Feminino;6,2;8,8;2,52;8,333333333;0,0;9,045;0,7307667246015477;Alto;1;5,0;-1,0
2023;RA-1099;;FASE 2;2F;Feminino;5,2;9,6;2,52;8,333333333;9,0;8,34;0,7307667246015477;Alto;1;5,0;-1,0
2023;RA-850;;ALFA;ALFA D - G2/G3;Masculino;7,3;7,9;6,26;6,5625;0,0;6,265;0,7303827554646333;Alto;1;5,0;-1,0
2024;RA-769;;1K;1K;Feminino;6,0;5,9523809525;7,51;7,916666667;10,002;8,33;0,7292242811897987;Alto;1;5,0;-1,0
2023;RA-376;;FASE 2;2F;Feminino;5,9;9,6;2,52;7,916666667;8,5;8,226666667;0,7292242811897987;Alto;1;5,0;-1,0
2023;RA-249;;FASE 3;3F;Masculino;4,9;8,2;5,0;5,15625;0,0;6,545;0,7290810755398054;Alto;1;5,0;-2,0
2024;RA-444;;3P;3P;Masculino;3,6666666666666665;6,377276524666667;2,51;6,25;8,334;5,96;0,7290805023193299;Alto;1;5,0;-1,0
2024;RA-164;;5L;5L;Masculino;5,666666666666667;8,084795321666666;6,26;6,25;9,585;6,886666667;0,7290805023193299;Alto;1;5,0;-2,0
2024;RA-85;;5N;5N;Masculino;7,666666666666667;8,668046928999999;3,755;6,25;8,334;6,993333333;0,7290805023193299;Alto;1;5,0;-2,0
2024;RA-1147;;3B;3B;Feminino;3,1666666666666665;6,125925926;8,755;6,25;8,751;5,495;0,7290805023193299;Alto;1;5,0;-1,0
2024;RA-387;;3G;3G;Masculino;4,333333333333333;7,166666666666667;7,51;6,25;7,5;5,9975;0,7290805023193299;Alto;1;5,0;-1,0
2024;RA-1160;;3I;3I;Masculino;3,1666666666666665;8,201288245;7,51;6,25;8,751;6,2475;0,7290805023193299;Alto;1;5,0;-1,0
2022;RA-723;Aluno-723;0;H;Feminino;5,5;6,6;8,1;;10,0;8,167;0,7289005472055181;Alto;0;10,0;
2022;RA-844;Aluno-844;0;Y;Masculino;5,9;5,0;8,1;;0,0;8,333;0,7289005472055181;Alto;0;10,0;
2022;RA-145;Aluno-145;4;H;Masculino;5,2;6,3;8,1;;0,0;7,25;0,7289005472055181;Alto;1;5,0;
2022;RA-32;Aluno-32;6;A;Feminino;6,1;5,2;8,8;;8,8;7,944;0,7289005472055181;Alto;0;10,0;
2023;RA-114;;FASE 5;5B;Masculino;5,6;6,0;3,14;7,5;0,0;7,255;0,7289005472055181;Alto;1;5,0;-2,0
2022;RA-661;Aluno-661;1;U;Masculino;7,8;8,3;7,5;;9,0;7,917;0,7288816466686907;Alto;1;5,0;
2022;RA-490;Aluno-490;1;A;Feminino;7,7;8,2;7,5;;7,9;8,722;0,7288816466686907;Alto;1;5,0;
2022;RA-509;Aluno-509;1;C;Feminino;9,2;8,2;7,5;;9,0;7,833;0,7288816466686907;Alto;1;5,0;
2022;RA-566;Aluno-566;1;H;Feminino;8,5;8,4;7,5;;9,5;7,917;0,7288816466686907;Alto;1;5,0;
2022;RA-557;Aluno-557;1;H;Masculino;9,4;8,4;7,5;;10,0;9,333;0,7288816466686907;Alto;1;5,0;
2022;RA-464;Aluno-464;2;U;Feminino;4,8;8,0;7,5;;7,5;7,722;0,7275974048325181;Alto;1;5,0;
2022;RA-13;Aluno-13;7;A;Masculino;4,7;7,4;7,5;;7,9;8,056;0,7275974048325181;Alto;1;5,0;
2023;RA-1158;;FASE 3;3G;Feminino;4,3;8,6;2,52;7,5;7,5;7,34;0,7272888046725936;Alto;1;5,0;-1,0
2023;RA-80;;FASE 6;6L;Feminino;6,3;8,4;6,89;7,96875;8,3;7,465;0,7262689497680491;Alto;1;5,0;-1,0
2024;RA-1601;;5C;5C;Feminino;6,5;7,0;7,51;7,5;8,751;8,335;0,7261626495884641;Alto;1;5,0;-1,0
2023;RA-804;;FASE 1;1R;Masculino;6,9;8,6;6,27;5,833333333;10,0;7,173333333;0,7260281275084324;Alto;1;5,0;-1,0
2023;RA-810;;FASE 1;1P;Masculino;6,9;8,5;7,52;5,833333333;8,0;7,836666667;0,7260281275084324;Alto;0;10,0;0,0
2023;RA-529;;FASE 1;1B;Masculino;6,8;9,6;7,52;5,78125;8,0;6,893333333;0,7260281275084324;Alto;1;5,0;-2,0
2024;RA-1341;;ALFA;ALFA M - G0/G1;Masculino;10,0;9,246031746;7,51;5,625;10,002;6,0;0,725020441125805;Alto;1;5,0;-1,0
2023;RA-842;;ALFA;ALFA E - G2/G3;Feminino;7,9;8,5;3,77;5,625;9,0;8,01;0,725020441125805;Alto;1;5,0;-1,0
2023;RA-942;;ALFA;ALFA L - G2/G3;Feminino;7,1;8,9;2,52;5,625;9,5;7,0;0,725020441125805;Alto;1;5,0;-2,0
2022;RA-685;Aluno-685;0;C;Masculino;8,0;6,2;5,0;;9,0;7,833;0,7247485885641839;Alto;1;5,0;
2022;RA-705;Aluno-705;0;F;Masculino;7,1;6,2;7,5;;9,5;6,333;0,7247485885641839;Alto;1;5,0;
2022;RA-712;Aluno-712;0;G;Masculino;8,0;5,1;5,0;;8,0;5,833;0,7247485885641839;Alto;1;5,0;
2022;RA-378;Aluno-378;2;I;Masculino;8,1;6,8;5,6;;9,0;7,889;0,7247485885641839;Alto;1;5,0;
2022;RA-55;Aluno-55;5;B;Feminino;7,5;7,6;5,6;;7,1;6,5;0,7247485885641839;Alto;1;5,0;
2022;RA-714;Aluno-714;0;G;Masculino;8,0;6,9;5,6;;9,0;7,25;0,7247485885641839;Alto;1;5,0;
2022;RA-372;Aluno-372;2;F;Masculino;7,8;5,5;6,9;;8,5;7,389;0,7247485885641839;Alto;0;10,0;
2022;RA-811;Aluno-811;0;R;Feminino;7,3;5,7;5,6;;8,9;7,667;0,7247485885641839;Alto;1;5,0;
2022;RA-773;Aluno-773;0;M;Feminino;8,1;6,8;5,0;;10,0;7,083;0,7247485885641839;Alto;1;5,0;
2022;RA-79;Aluno-79;5;F;Feminino;8,9;6,3;5,6;;5,4;7,292;0,7247485885641839;Alto;1;5,0;
2022;RA-78;Aluno-78;5;F;Masculino;7,2;6,6;5,6;;8,3;8,0;0,7247485885641839;Alto;1;5,0;
2022;RA-754;Aluno-754;0;K;Masculino;7,9;5,8;4,4;;10,0;6,917;0,7247485885641839;Alto;1;5,0;
2022;RA-449;Aluno-449;2;P;Feminino;7,0;6,0;7,5;;0,0;8,111;0,7247485885641839;Alto;1;5,0;
2022;RA-92;Aluno-92;5;L;Feminino;7,4;7,1;5,0;;9,2;6,667;0,7247485885641839;Alto;1;5,0;
2022;RA-835;Aluno-835;0;V;Masculino;7,5;7,3;7,5;;6,9;6,667;0,7247485885641839;Alto;0;10,0;
2024;RA-466;;3L;3L;Masculino;4,0;7,223245614;8,76;7,5;8,751;7,665;0,7245407810757991;Alto;1;5,0;-1,0
2022;RA-170;Aluno-170;4;P;Feminino;4,9;9,2;5,6;;8,3;5,792;0,7236010008082742;Alto;0;10,0;
2022;RA-478;Aluno-478;2;U;Feminino;4,9;9,1;5,6;;8,5;7,056;0,7236010008082742;Alto;1;5,0;
2023;RA-470;;FASE 3;3K;Feminino;4,9;9,2;5,0;7,5;8,8;7,71;0,7236010008082742;Alto;1;5,0;-1,0
2022;RA-392;Aluno-392;2;J;Masculino;4,8;8,8;5,6;;9,5;6,778;0,7236010008082742;Alto;1;5,0;
2022;RA-413;Aluno-413;2;L;Feminino;4,7;8,7;5,6;;6,4;7,056;0,7236010008082742;Alto;1;5,0;
2022;RA-390;Aluno-390;2;I;Feminino;4,7;8,8;6,3;;7,4;7,722;0,7236010008082742;Alto;1;5,0;
2022;RA-715;Aluno-715;0;G;Feminino;4,9;8,7;4,4;;8,5;7,917;0,7236010008082742;Alto;1;5,0;
2022;RA-589;Aluno-589;1;K;Feminino;5,8;9,4;7,5;;9,5;7,056;0,7222051328593574;Alto;0;10,0;
2022;RA-664;Aluno-664;1;U;Feminino;6,3;8,8;7,5;;9,5;7,167;0,7222051328593574;Alto;1;5,0;
2022;RA-658;Aluno-658;1;U;Feminino;5,6;9,3;7,5;;10,0;7,917;0,7222051328593574;Alto;1;5,0;
2022;RA-480;Aluno-480;1;A;Feminino;6,3;8,8;7,5;;9,0;8,444;0,7222051328593574;Alto;1;5,0;
2022;RA-669;Aluno-669;1;U;Masculino;6,0;9,7;7,5;;9,0;7,833;0,7222051328593574;Alto;1;5,0;
2022;RA-601;Aluno-601;1;L;Masculino;5,7;9,7;7,5;;9,0;7,167;0,7222051328593574;Alto;0;10,0;
2022;RA-634;Aluno-634;1;P;Feminino;6,5;9,4;7,5;;9,5;8,222;0,7222051328593574;Alto;1;5,0;
2022;RA-512;Aluno-512;1;C;Feminino;6,2;9,3;7,5;;9,0;7,722;0,7222051328593574;Alto;1;5,0;
2022;RA-610;Aluno-610;1;L;Feminino;6,5;9,6;7,5;;9,0;8,5;0,7222051328593574;Alto;0;10,0;
2022;RA-637;Aluno-637;1;P;Feminino;5,8;9,0;7,5;;8,5;7,0;0,7222051328593574;Alto;1;5,0;
2022;RA-511;Aluno-511;1;C;Feminino;5,3;10,0;7,5;;8,0;7,056;0,7222051328593574;Alto;1;5,0;
2022;RA-608;Aluno-608;1;L;Masculino;6,3;9,6;7,5;;7,8;7,222;0,7222051328593574;Alto;1;5,0;
2022;RA-532;Aluno-532;1;E;Feminino;5,5;9,7;7,5;;9,5;7,167;0,7222051328593574;Alto;0;10,0;
2022;RA-523;Aluno-523;1;D;Feminino;6,5;9,5;7,5;;10,0;7,556;0,7222051328593574;Alto;1;5,0;
2024;RA-1485;;2L;2L;Masculino;5,0;7,7432712215;5,625;7,5;9,002;7,386666667;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-991;;1A;1A;Feminino;6,5;8,181818182;6,26;7,5;9,002;6,723333333;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-719;;1J;1J;Masculino;6,5;7,3484848485;7,51;7,5;10,002;6,7425;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-1614;;5L;5L;Masculino;6,5;6,574494949666668;7,51;7,5;7,5;7,11;0,7221532343863029;Alto;1;5,0;-1,0
2023;RA-71;;FASE 6;6A;Feminino;6,6;9,8;6,26;7,5;6,7;7,7125;0,7221532343863029;Alto;1;5,0;-2,0
2023;RA-382;;FASE 3;3G;Masculino;5,2;9,4;6,26;7,5;0,0;7,1725;0,7221532343863029;Alto;1;5,0;-2,0
2023;RA-1157;;FASE 3;3G;Masculino;5,7;8,8;6,26;7,5;9,2;7,0025;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-1453;;2A;2A;Feminino;6,5;7,8214285715;6,25;7,5;8,502;7,67;0,7221532343863029;Alto;1;5,0;-1,0
2023;RA-1198;;FASE 5;5B;Feminino;6,7;9,4;6,26;7,5;8,3;7,9625;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-1399;;1B;1B;Feminino;6,0;9,7727272725;5,005;7,5;9,002;8,166666667;0,7221532343863029;Alto;1;5,0;-1,0
2024;RA-1022;;1A;1A;Masculino;6,5;9,318181818;6,26;7,5;9,502;8,116666667;0,7221532343863029;Alto;1;5,0;-1,0
2023;RA-112;;FASE 5;5A;Feminino;7,4;8,1;5,0;7,96875;6,7;7,9225;0,7220920540826039;Alto;1;5,0;-1,0
2023;RA-408;;FASE 2;2L;Feminino;6,8;8,5;3,77;8,333333333;7,9;8,45;0,7219401609395962;Alto;1;5,0;-1,0
2023;RA-1080;;FASE 2;2B;Masculino;1,5;10,0;5,0;8,541666667;7,9;8,13;0,7219268653081476;Alto;1;5,0;-1,0
2022;RA-156;Aluno-156;4;L;Masculino;4,4;8,3;9,4;;10,0;7,792;0,721735983377952;Alto;1;5,0;
2023;RA-433;;FASE 2;2M;Masculino;4,8;7,2;7,52;5,833333333;8,5;7,613333333;0,7214588707414415;Alto;1;5,0;-1,0
2023;RA-410;;FASE 3;3K;Masculino;4,9;5,8;7,52;6,71875;8,8;6,0425;0,7214588707414415;Alto;1;5,0;-1,0
2023;RA-992;;ALFA;ALFA T - G2/G3;Masculino;8,0;8,2;3,14;5,0;9,5;8,84;0,720848025957847;Alto;1;5,0;-2,0
2024;RA-146;;5D;5D;Feminino;9,333333333333334;9,514316093333333;5,635;7,65625;8,751;8,304;0,7207708458702754;Alto;1;5,0;-2,0
2024;RA-1627;;6A;6A;Feminino;7,833333333333333;7,777777777666667;7,51;7,65625;7,083;8,172;0,7207708458702754;Alto;1;5,0;-1,0
2023;RA-882;;ALFA;ALFA C - G0/G1;Feminino;4,7;8,6;2,52;3,75;9,0;4,16;0,7203926176632002;Alto;0;10,0;0,0
2023;RA-1126;;FASE 2;2M;Feminino;;5,2;3,77;7,291666667;0,0;7,06;0,718562317175421;Alto;1;5,0;-1,0
2023;RA-1075;;FASE 2;2A;Feminino;5,5;9,6;5,0;7,708333333;0,0;9,0025;0,7171164234673316;Alto;1;5,0;-1,0
2023;RA-121;;FASE 5;5A;Feminino;6,0;8,8;5,0;7,34375;6,3;7,4625;0,7167072830248002;Alto;1;5,0;-1,0
2024;RA-1443;;1N;1N;Feminino;6,75;7,5;6,26;7,708333333;6,918;7,415;0,7161567133494843;Alto;1;5,0;-2,0
2022;RA-456;Aluno-456;2;Q;Feminino;7,3;8,2;6,3;;6,4;8,389;0,7150923347002168;Alto;1;5,0;
2023;RA-57;;FASE 6;6A;Masculino;7,2;8,0;5,63;7,96875;0,0;7,755;0,7143502556139681;Alto;1;5,0;-1,0
2024;RA-587;;1L;1L;Masculino;6,25;7,380952381;7,51;7,916666667;9,002;5,74;0,7143498653174976;Alto;1;5,0;-2,0
2023;RA-624;;FASE 1;1K;Masculino;8,6;9,2;7,52;8,90625;9,0;8,39;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-730;;FASE 1;1F;Feminino;7,8;8,7;5,02;9,53125;10,0;8,67;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-581;;FASE 1;1H;Masculino;7,9;9,8;7,52;6,458333333;8,0;7,393333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-1048;;FASE 1;1H;Feminino;8,2;9,5;3,77;8,541666667;8,5;8,5;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-522;;FASE 1;1C;Masculino;8,3;9,2;7,52;7,083333333;7,5;8,45;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-766;;FASE 1;1K;Feminino;8,7;8,7;4,39;9,21875;10,0;8,336666667;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-628;;FASE 1;1K;Masculino;9,4;8,9;7,52;8,28125;9,5;8,45;0,7141497672753945;Alto;1;5,0;-2,0
2023;RA-601;;FASE 1;1K;Masculino;8,7;10,0;7,52;9,0625;9,0;8,336666667;0,7141497672753945;Alto;0;10,0;0,0
2023;RA-615;;FASE 1;1M;Feminino;7,6;9,7;3,14;8,28125;10,0;8,616666667;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-816;;FASE 1;1P;Feminino;8,9;9,8;7,52;9,583333333;7,5;9,283333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-797;;FASE 1;1P;Masculino;7,5;8,6;7,52;6,041666667;8,5;7,233333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-1068;;FASE 1;1P;Masculino;9,0;9,3;6,89;9,166666667;8,5;9,283333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-597;;FASE 1;1K;Masculino;8,5;9,6;7,52;9,0625;10,0;8,56;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-829;;FASE 1;1M;Feminino;8,4;9,4;3,14;9,21875;9,0;9,23;0,7141497672753945;Alto;0;10,0;0,0
2023;RA-834;;FASE 1;1N;Masculino;9,2;9,9;6,27;9,6875;9,0;9,283333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-612;;FASE 1;1M;Feminino;9,7;9,7;3,77;9,0625;9,0;9,286666667;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-576;;FASE 1;1F;Feminino;8,0;9,3;5,02;9,21875;9,0;8,503333333;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-1064;;FASE 1;1N;Masculino;8,6;9,8;7,52;9,375;8,5;8,84;0,7141497672753945;Alto;1;5,0;-1,0
2023;RA-521;;FASE 1;1G;Masculino;7,9;9,9;3,77;7,083333333;0,0;8,166666667;0,7133914126931028;Alto;1;5,0;-1,0
2023;RA-1036;;FASE 1;1F;Feminino;8,0;9,6;3,77;9,0625;0,0;8,336666667;0,7133914126931028;Alto;1;5,0;-1,0
2023;RA-1024;;FASE 1;1B;Feminino;9,8;10,0;6,27;9,21875;0,0;8,95;0,7133914126931028;Alto;1;5,0;-1,0
2022;RA-654;Aluno-654;1;R;Feminino;6,8;8,6;7,5;;8,5;7,556;0,7132080407018117;Alto;1;5,0;
2022;RA-670;Aluno-670;1;U;Feminino;6,9;8,8;7,5;;8,0;8,167;0,7132080407018117;Alto;1;5,0;
2022;RA-624;Aluno-624;1;N;Masculino;6,8;8,9;7,5;;9,0;7,722;0,7132080407018117;Alto;1;5,0;
2022;RA-660;Aluno-660;1;U;Feminino;6,9;9,0;7,5;;9,5;9,083;0,7132080407018117;Alto;0;10,0;
2022;RA-501;Aluno-501;1;B;Masculino;6,8;8,8;7,5;;8,5;7,333;0,7132080407018117;Alto;0;10,0;
2023;RA-44;;FASE 6;6A;Feminino;6,9;8,5;5,01;7,5;0,0;7,17;0,7131551289691102;Alto;1;5,0;-2,0
2022;RA-89;Aluno-89;5;K;Masculino;5,9;7,8;7,5;;9,6;8,0;0,7123426412952818;Alto;1;5,0;
2022;RA-806;Aluno-806;0;R;Masculino;6,6;7,3;7,5;;9,5;7,917;0,7123426412952818;Alto;0;10,0;
2022;RA-838;Aluno-838;0;V;Masculino;6,3;7,4;7,5;;10,0;9,417;0,7123426412952818;Alto;1;5,0;
2022;RA-846;Aluno-846;0;Y;Feminino;5,9;7,2;7,5;;9,0;7,917;0,7123426412952818;Alto;0;10,0;
2022;RA-717;Aluno-717;0;G;Feminino;5,4;7,3;7,5;;9,0;7,917;0,7123426412952818;Alto;1;5,0;
